Tomato_ID,Tomato_position,Blue,Green,Yellow,Orange,Red,NIR,NDVI,GNDVI,RVI,Freshness_,Category
27,8,36.16,40.9,40.11,63.14,79.9,260.55,0.5306,0.7286,3.261,46.63,Aging
27,9,56.4,44.69,41.58,82.89,90.77,315.34,0.553,0.7517,3.474,49.32,Aging
27,10,31.81,34.43,27.66,90.58,113.37,230.81,0.3412,0.7404,2.0358,39.03,Aging
28,1,56.13,55.27,38.42,30.59,30.8,429.43,0.8661,0.7719,13.9419,72.38,Fresh
28,2,69.27,62.96,55.07,53.28,45.56,458.5,0.8192,0.7585,10.0635,68.7,Fresh
28,3,49.98,55.09,53,28.85,39.26,517.19,0.8589,0.8075,13.1726,75.94,Fresh
28,4,43.28,57.27,47.55,39.82,37.28,485.34,0.8573,0.7889,13.0189,73.91,Fresh
28,5,69.48,69.87,64,18.54,29.33,486.55,0.8863,0.7489,16.5874,77.63,Fresh
28,6,55,52.98,57.26,37.37,27.06,458.87,0.8886,0.793,16.9551,76.74,Fresh
28,7,65.11,57.38,53.9,37.91,50,464.58,0.8057,0.7801,9.2921,68.57,Fresh
28,8,50.2,64.55,56.78,43.7,46.22,459.51,0.8172,0.7537,9.9414,68.76,Fresh
28,9,50.31,56,58.12,37.87,38.31,509.4,0.8601,0.8019,13.2963,75.46,Fresh
28,10,52.44,59.27,68.21,47.32,32.84,501.76,0.8772,0.7887,15.2812,76.8,Fresh
29,1,62.61,62.39,62.65,50.67,52.39,475.11,0.8014,0.7678,9.068,68.31,Fresh
29,2,59.06,67.36,66.71,79.38,83.44,423.28,0.6707,0.7254,5.0727,58.01,Fresh
29,3,67.75,64.17,54.54,51.41,69.83,411.86,0.7101,0.7304,5.8978,60.03,Fresh
29,4,75,73.34,64.15,24.78,26.55,480.05,0.8952,0.7349,18.0832,78.45,Fresh
29,5,56.58,62.28,69.5,41.75,44.15,473,0.8293,0.7673,10.7146,70.5,Fresh
29,6,61.41,60.84,60.8,56.54,57.2,392.09,0.7454,0.7314,6.8553,60.82,Fresh
29,7,58.34,59.25,49.47,32.19,48.94,410.02,0.7867,0.7475,8.3774,64.69,Fresh
29,8,43.65,55.63,60.08,34.51,46.07,476.37,0.8236,0.7909,10.3409,70.61,Fresh
29,9,44.13,46.61,41.22,72.5,86.86,383.38,0.6306,0.7832,4.4136,55.54,Fresh
29,10,47.89,50.53,55.27,67.35,74.92,385.27,0.6744,0.7681,5.1424,57.38,Fresh
30,1,65.09,56.68,63.9,67.4,91.33,299.92,0.5332,0.6821,3.2841,47.45,Aging
30,2,53.32,57.08,46.9,73.84,80.16,345.5,0.6234,0.7164,4.31,52.88,Aging
30,3,34.57,16.63,40.02,47.33,85.57,263.89,0.5103,0.8814,3.084,48.7,Aging
30,4,51.46,55.57,55.73,75.34,81.87,324.08,0.5967,0.7073,3.9586,50.85,Aging
30,5,66.57,64.49,56.04,87.11,92.09,326.51,0.56,0.6701,3.5455,48.84,Aging
30,6,38.25,38.35,33.01,73.61,87.57,298.1,0.5459,0.772,3.404,48.92,Aging
30,7,56.79,68.92,62.12,51.76,68.37,379.17,0.6945,0.6924,5.5462,57.47,Aging
30,8,55.96,56.24,54.2,79.28,81.77,315.14,0.588,0.6971,3.8538,49.95,Aging
30,9,50.83,51.56,41.22,82.38,84.92,342.55,0.6027,0.7384,4.0339,52.04,Aging
30,10,34.07,36.66,37.43,79.03,86.7,260.01,0.4999,0.7528,2.999,45.56,Aging
31,1,16.52,24.47,26.5,112.07,142.49,97.13,-0.1893,0.5975,0.6816,19.26,Spoiling
31,2,34.08,36.2,33.64,119.9,135.76,149.07,0.0467,0.6092,1.098,25.23,Spoiling
31,3,35.02,33.93,23.18,96.15,120.89,175.74,0.1849,0.6763,1.4537,31.59,Spoiling
31,4,31.62,28.83,35.09,113.48,140.96,79.75,-0.2774,0.469,0.5657,16,Spoiling
31,5,20.12,34.16,43.29,110.67,134.75,112.95,-0.088,0.5356,0.8383,19.7,Spoiling
31,6,37,28.24,28.38,143.16,151.37,99.56,-0.2065,0.558,0.6577,17.62,Spoiling
31,7,30.79,33.31,29.06,95.69,135.7,89.38,-0.2058,0.457,0.6587,17.02,Spoiling
31,8,19.69,26,23.73,100.33,136.38,111.23,-0.1016,0.621,0.8156,21.02,Spoiling
31,9,39.66,39.24,40.34,94.13,124.1,120.69,-0.0139,0.5093,0.9725,21.92,Spoiling
31,10,26.53,19.67,18.8,111.12,134.53,72.88,-0.2972,0.575,0.5417,17.81,Spoiling
32,1,35.43,34.46,31.1,132.24,151.08,142.8,-0.0282,0.6112,0.9452,22.58,Spoiling
32,2,33.6,28.79,17.31,108.7,134.26,90.59,-0.1942,0.5177,0.6748,17.91,Spoiling
32,3,36.92,46.31,41.9,116.77,158.01,193.78,0.1017,0.6142,1.2264,27.93,Spoiling
32,4,33.7,43.58,44.99,91.45,111.29,178.84,0.2328,0.6081,1.607,32.14,Spoiling
32,5,33.18,34.31,24.71,111.58,135.64,202.76,0.1983,0.7105,1.4948,32.82,Spoiling
32,6,27.89,39.79,39.02,120.7,134.2,179.75,0.1451,0.6375,1.3395,29.28,Spoiling
32,7,45.01,45.69,43.23,85.69,112.85,203.77,0.2871,0.6337,1.8056,35.03,Spoiling
32,8,31,34.69,30.91,107.16,121.81,217.19,0.2813,0.7246,1.783,36.12,Spoiling
32,9,45.97,42.17,40.26,110.75,138.82,186.35,0.1462,0.6309,1.3424,29.58,Spoiling
32,10,22.67,27.9,27.6,105.51,133.79,177.81,0.1413,0.7287,1.329,30.93,Spoiling
33,1,41.11,41.01,29.97,76.84,84.49,324.16,0.5865,0.7754,3.8365,51.34,Fresh
33,2,49.49,47.64,52.48,44.6,56.57,383.42,0.7429,0.779,6.7781,61.17,Fresh
33,3,53.72,53.88,45.69,26.37,43.32,414.38,0.8107,0.7699,9.5646,66.86,Fresh
33,4,75.15,59.7,59.47,63.44,73.99,376.8,0.6717,0.7264,5.0928,56.51,Fresh
33,5,56.97,57.87,48.92,58.69,53.81,337.78,0.7252,0.7075,6.2769,57.12,Fresh
33,6,38.62,43.09,44.13,44.47,70.32,366.97,0.6784,0.7898,5.2186,57.61,Fresh
33,7,63.1,51.67,64.47,85.52,89.44,363.17,0.6048,0.7509,4.0606,53.02,Fresh
33,8,28.61,36.84,26.82,66.92,69.7,379.24,0.6895,0.8229,5.4408,58.5,Fresh
33,9,42.52,41.43,36.49,78.13,87.34,344.8,0.5958,0.7855,3.9479,52.58,Fresh
33,10,75.64,79.66,64.08,65.84,78.66,468.24,0.7124,0.7092,5.9531,61.99,Fresh
34,1,63.45,72.24,73.81,21.98,21.46,523.49,0.9212,0.7575,24.3965,83,Fresh
34,2,59.43,76.77,66.97,62.27,74.35,522.25,0.7508,0.7437,7.0246,66.74,Fresh
34,3,61.7,61.84,50.49,38.3,33.78,536.68,0.8816,0.7934,15.8866,79.23,Fresh
34,4,44.43,58.07,51.27,56.66,53.61,475.6,0.7974,0.7824,8.872,68.07,Fresh
34,5,50.74,66.39,60.07,56.83,55.78,458.6,0.7831,0.7471,8.222,66.03,Fresh
34,6,51.86,56.46,51.19,50.78,49.48,407.08,0.7832,0.7564,8.2267,64.02,Fresh
34,7,67,73.33,70.95,38.44,35.3,498.17,0.8677,0.7434,14.1142,75.21,Fresh
34,8,38.62,39.47,44.97,50.75,45.89,440.51,0.8113,0.8355,9.5994,68.25,Fresh
34,9,43.83,51.45,57.05,50.48,50.7,450.11,0.7975,0.7948,8.878,67.25,Fresh
34,10,40.52,54.16,55.5,19.33,34.19,418.67,0.849,0.7709,12.2452,70.36,Fresh
35,1,35.6,43.37,37.21,117.7,122.61,199.93,0.2397,0.6435,1.6307,32.87,Aging
35,2,43.03,54.9,50.57,92.65,108.99,168.83,0.2154,0.5092,1.549,29.78,Aging
35,3,36.32,33.67,33.14,102.44,129.81,205.73,0.2263,0.7187,1.5848,34.11,Aging
35,4,49.73,54.22,55.04,89.27,116.41,250.03,0.3646,0.6436,2.1478,38.99,Aging
35,5,56.04,50.81,56.09,117.14,139.62,168.6,0.094,0.5368,1.2076,25.96,Aging
35,6,36.03,41.05,37.93,116.84,125.38,211.72,0.2561,0.6752,1.6887,34.2,Aging
35,7,22.07,29.68,36.7,94.13,106.66,173.89,0.2396,0.7084,1.6303,33.74,Aging
35,8,19.17,17.67,19.67,107.27,125.82,187.79,0.1976,0.828,1.4926,34.45,Aging
35,9,34.75,38.92,36.32,81.79,103.57,226.84,0.3731,0.7071,2.1902,39.61,Aging
35,10,28.73,28.4,23.17,114.17,131.6,152.15,0.0724,0.6854,1.1561,27.45,Aging
36,1,46.75,56.15,52.42,51.25,71.83,361.49,0.6685,0.7311,5.0324,56.07,Fresh
36,2,42.55,46.08,49.54,48.72,58.24,458.17,0.7745,0.8172,7.8677,66.44,Fresh
36,3,67.59,71.14,62.42,54.16,50.65,454.41,0.7994,0.7293,8.9719,66.78,Fresh
36,4,36.75,45.99,37.16,74.09,79.2,392.01,0.6639,0.79,4.9498,57.31,Fresh
36,5,32,34.71,34.39,46.15,44.18,373.29,0.7883,0.8299,8.4484,63.89,Fresh
36,6,52.39,52.2,39.06,21.44,13.88,513.88,0.9474,0.8156,37.0245,83.88,Fresh
36,7,56.65,61.93,61.67,59.75,42.13,430.02,0.8215,0.7482,10.2066,67.34,Fresh
36,8,45.86,46.02,35.79,42.2,41.12,429.67,0.8253,0.8065,10.4486,68.69,Fresh
36,9,74.86,101.85,89.65,51.68,56.82,629.66,0.8345,0.7215,11.0824,77.4,Fresh
36,10,62.23,60.4,55.96,43.85,40.29,461.5,0.8394,0.7686,11.4531,70.81,Fresh
37,1,54.37,56.82,63.15,45.09,68.32,417.32,0.7186,0.7603,6.1081,61.16,Fresh
37,2,44.95,48.09,48.43,69.47,81.15,337.35,0.6122,0.7505,4.1571,52.66,Fresh
37,3,40.38,40.33,44.82,69.06,170.79,333.81,0.3231,0.7844,1.9545,42.51,Fresh
37,4,59.15,63.99,57.87,60.21,66.02,356.71,0.6877,0.6958,5.4035,56.06,Fresh
37,5,42.12,50.8,38.84,47.89,63.84,389.61,0.7184,0.7693,6.1031,60.03,Fresh
37,6,44.97,39.57,33.76,51.54,67.34,369.76,0.6919,0.8067,5.4909,58.37,Fresh
37,7,43.95,40.99,43.95,70.37,83.45,309.54,0.5753,0.7661,3.7093,50.39,Fresh
37,8,42.24,49.59,41.17,40.77,54.24,377.22,0.7486,0.7676,6.9545,61.15,Fresh
37,9,53.02,49.74,51.58,54.26,53.57,406.89,0.7673,0.7822,7.5957,63.3,Fresh
37,10,25.37,38.62,37.42,59.4,60.02,389.14,0.7328,0.8194,6.484,61.06,Fresh
38,1,34.28,35.61,30.22,98.93,113.66,284.75,0.4294,0.7777,2.5052,43.95,Aging
38,2,57.27,52.86,58.12,86.56,92.79,271,0.4899,0.6736,2.9207,44.32,Aging
38,3,44.64,44.53,46.63,88.48,114.32,260.56,0.3901,0.7081,2.2792,41.1,Aging
38,4,54.15,56.14,53.15,82.25,98.33,279.29,0.4792,0.6653,2.8403,44.25,Aging
38,5,35.98,37.5,42.02,89.87,104.74,247.73,0.4057,0.7371,2.3653,41.58,Aging
38,6,26.24,43.02,38.31,80.24,114.17,234.2,0.3445,0.6896,2.0513,38.71,Aging
38,7,51.04,52.1,54.72,66.09,84.38,258.24,0.5075,0.6643,3.0605,44.78,Aging
38,8,26.01,35.61,38.04,74.17,94.93,265.32,0.473,0.7634,2.7949,45.12,Aging
38,9,33.39,33.09,32.53,56.31,77.3,259.71,0.5412,0.774,3.3596,47.78,Aging
38,10,30.44,34.62,31.2,68.26,99.57,216.17,0.3693,0.7239,2.1711,39.72,Aging
39,1,72.35,72.79,68.76,26.51,35.06,501.83,0.8694,0.7467,14.3127,75.89,Fresh
39,2,68.27,73.55,78.24,43.12,50.24,478.36,0.8099,0.7335,9.5221,68.88,Fresh
39,3,55.74,55.96,55.84,50.21,57.44,498.24,0.7933,0.798,8.6744,69.09,Fresh
39,4,45.83,48.44,44.15,45.57,54.28,441.54,0.7811,0.8023,8.135,66.03,Fresh
39,5,59.32,58.71,64.43,55.84,47.09,542.01,0.8401,0.8045,11.5112,74.55,Fresh
39,6,76.78,80,78.26,41.11,44.92,480.19,0.8289,0.7144,10.6901,70.28,Fresh
39,7,63.11,66.81,73.16,49.08,38.64,434.88,0.8368,0.7337,11.255,68.89,Fresh
39,8,55.71,56.77,54.07,34.78,34.84,483.21,0.8655,0.7897,13.8701,74.83,Fresh
39,9,40.81,56.62,60.57,49.69,53.89,496.14,0.804,0.7951,9.2065,69.72,Fresh
39,10,59.82,61.26,62.69,35.93,67.45,413.54,0.7195,0.742,6.1308,61.04,Fresh
40,1,36.48,44.3,38.23,87.88,89.6,263.08,0.4919,0.7118,2.9362,44.61,Aging
40,2,62.18,54.37,54.35,54.71,83.8,312.55,0.5772,0.7037,3.73,50.1,Aging
40,3,27.79,30.55,29.08,60.47,74.2,189.32,0.4369,0.7221,2.5516,41.06,Aging
40,4,64.16,61.75,59.6,54.41,71.98,398.04,0.6937,0.7314,5.5296,58.63,Aging
40,5,27.97,38.07,38.67,85.54,82.26,265.93,0.5275,0.7495,3.2327,46.51,Aging
40,6,32.4,38.52,37.55,77.84,73.51,330.76,0.6363,0.7914,4.4996,53.69,Aging
40,7,49.41,42.23,33.08,53.64,66.13,352.05,0.6837,0.7858,5.3234,56.97,Aging
40,8,49.59,55.61,42.95,74.82,85.13,309.89,0.569,0.6957,3.6402,49.13,Aging
40,9,67.2,70.19,72.58,88.23,113.09,280.49,0.4253,0.5997,2.4804,41.47,Aging
40,10,40.6,41.43,33.58,66.31,84.13,250.85,0.4977,0.7165,2.9817,44.92,Aging
41,1,31.87,38.31,42.14,120.02,135.95,291.35,0.3637,0.7676,2.143,41.3,Aging
41,2,47.68,50.33,50.84,98.78,116.52,256.79,0.3757,0.6722,2.2038,39.76,Aging
41,3,42.37,50.25,43.83,73.98,109.73,208.45,0.3103,0.6115,1.8996,35.82,Aging
41,4,19.82,31.79,37.76,103.51,110.89,240.65,0.3691,0.7666,2.1701,40.31,Aging
41,5,48.53,56.03,52.77,69.07,97.52,293.73,0.5015,0.6796,3.0121,46.05,Aging
41,6,36.53,50.07,50.89,72.14,88,216.42,0.4219,0.6242,2.4594,39.77,Aging
41,7,28.01,29.23,26.54,106.43,122.65,175.18,0.1764,0.714,1.4283,31.69,Aging
41,8,50.05,47.35,53.36,74.41,105.24,190.14,0.2874,0.6013,1.8068,34.39,Aging
41,9,39.08,39.8,28.89,82,116.34,272.4,0.4015,0.745,2.3414,42.54,Aging
41,10,33.14,34.64,34.1,113.31,132.75,205.33,0.2147,0.7113,1.5468,33.37,Aging
42,1,35.29,21.76,22.49,116.66,126.33,164.67,0.1317,0.7666,1.3035,30.75,Spoiling
42,2,32.77,34.69,27.37,109.23,142.52,169.16,0.0855,0.6596,1.187,27.83,Spoiling
42,3,32.07,32.93,27.63,94.96,125.07,157.33,0.1142,0.6538,1.2579,28.72,Spoiling
42,4,34.35,36.89,38.38,116.61,151.63,117.42,-0.1272,0.5219,0.7744,18.65,Spoiling
42,5,44.25,45.76,40.36,113.88,139.08,185.53,0.1431,0.6043,1.334,28.98,Spoiling
42,6,11.74,28.7,21.87,113.74,123.22,145.48,0.0829,0.6705,1.1807,27.41,Spoiling
42,7,27.65,32.77,34.54,103.93,125.02,74.22,-0.255,0.3874,0.5936,15.11,Spoiling
42,8,33.24,30.17,28.27,118.06,151.2,148.56,-0.0088,0.6624,0.9826,24.42,Spoiling
42,9,33.67,37.93,45.19,103.96,130.97,110.27,-0.0858,0.4881,0.8419,19.1,Spoiling
42,10,33.44,26.75,22.46,120.67,143.22,151.57,0.0283,0.6999,1.0582,26.18,Spoiling
43,1,32.92,26.44,29.66,112.88,154.72,102.07,-0.205,0.5885,0.6597,18.85,Spoiling
43,2,41.08,42.14,50.05,84.97,127.13,118.48,-0.0352,0.4753,0.9319,20.91,Spoiling
43,3,30.73,29.67,25.06,124.35,158.95,110.96,-0.1778,0.578,0.6981,18.74,Spoiling
43,4,31.8,23.01,19.74,111.69,133.26,104.05,-0.1231,0.6377,0.7808,20.77,Spoiling
43,5,27.22,30.58,26.3,112.82,137.38,88.85,-0.2145,0.4878,0.6468,17.05,Spoiling
43,6,33.58,34.52,35.29,118.57,144.91,74.18,-0.3228,0.3649,0.5119,13.54,Spoiling
43,7,32.36,30.58,25.74,117.65,143.33,87.72,-0.2407,0.4829,0.612,16.53,Spoiling
43,8,42.07,36.08,33.87,119.6,138.07,97.09,-0.1743,0.4581,0.7032,16.86,Spoiling
43,9,23.29,35.54,21.32,98.33,137.88,114.24,-0.0938,0.5255,0.8286,19.65,Spoiling
43,10,24.76,26.02,19.09,108.05,145.57,77.76,-0.3036,0.4985,0.5342,16.34,Spoiling
44,1,61.97,61.46,50.96,74.69,69.31,338.3,0.6599,0.6925,4.8808,53.73,Fresh
44,2,49.19,49.1,52.71,45.26,63.84,376.47,0.71,0.7692,5.8969,59.14,Fresh
44,3,64.15,63.81,59.62,52,55.91,338.88,0.7167,0.6831,6.0606,56.62,Fresh
44,4,46.64,48.04,47.55,57.46,68.49,343.56,0.6676,0.7547,5.0165,55.45,Fresh
44,5,61.44,52.43,46.49,45.4,54.39,358.47,0.7365,0.7448,6.591,59.34,Fresh
44,6,59.39,62.05,49.53,70.98,82.17,366.95,0.6341,0.7107,4.4659,54.17,Fresh
44,7,67.41,65.63,64.07,68.77,87.13,332.84,0.5851,0.6706,3.8201,50.45,Fresh
44,8,57.27,55.2,50.38,47.74,78.13,368.77,0.6503,0.7396,4.7199,55.8,Fresh
44,9,39.47,42.29,47.95,63.98,79.36,334.4,0.6164,0.7755,4.2137,53.16,Fresh
44,10,35.47,47.21,46.95,74.88,98.16,255.17,0.4444,0.6878,2.5996,42.72,Fresh
45,1,31.17,33.82,38.06,113.02,130.71,216.51,0.2471,0.7298,1.6564,34.97,Spoiling
45,2,20.78,24.97,19.79,110.98,141.89,159.33,0.0579,0.729,1.1229,27.91,Spoiling
45,3,18.84,25.36,13.16,82.73,111.12,174.72,0.2225,0.7465,1.5724,34.14,Spoiling
45,4,36.7,31.37,21.39,88.32,115.22,140.5,0.0989,0.635,1.2194,27.78,Spoiling
45,5,16.47,25.24,34.77,98.35,118.05,145.36,0.1037,0.7041,1.2314,28.94,Spoiling
45,6,23.27,23.78,19.65,89.1,115.59,160.4,0.1623,0.7418,1.3876,31.81,Spoiling
45,7,36.09,41.73,41.24,110.94,122.42,228.09,0.3015,0.6907,1.8633,36.47,Spoiling
45,8,38.27,39.97,39.09,110.95,136.63,168.89,0.1056,0.6173,1.2361,27.73,Spoiling
45,9,28.56,29.48,25.91,136.36,157.73,155.1,-0.0084,0.6806,0.9833,24.38,Spoiling
45,10,17.92,28.81,24.02,53.62,63.94,110.4,0.2665,0.5861,1.7267,31.63,Spoiling
46,1,34.64,42.25,33.76,112.99,120.38,219.88,0.2924,0.6776,1.8266,35.7,Spoiling
46,2,55.62,53.85,42.58,112.02,120.15,237.69,0.3285,0.6306,1.9783,36.71,Spoiling
46,3,37.86,44.08,52.53,130.9,134.1,174.48,0.1309,0.5967,1.3011,27.85,Spoiling
46,4,41.41,36.59,27.61,86.83,99.88,204.66,0.344,0.6967,2.049,37.74,Spoiling
46,5,37.37,43.65,35.51,108.11,106.29,273.82,0.4408,0.725,2.5762,43,Spoiling
46,6,29.93,30.44,28.43,104.65,121.65,191.5,0.2231,0.7257,1.5742,33.72,Spoiling
46,7,35.57,35.78,27.29,105.48,118.04,210.68,0.2818,0.7096,1.7848,35.77,Spoiling
46,8,36.92,37.19,34,122.27,143.28,133.98,-0.0335,0.5654,0.9351,21.79,Spoiling
46,9,39.17,38.93,30.44,96.45,113.22,179.12,0.2254,0.6429,1.5821,32.36,Spoiling
46,10,39.1,34.97,35.81,98.2,113.14,237.27,0.3543,0.7431,2.0972,39.5,Spoiling
47,1,63.83,61.1,58.77,25.75,35.95,440.59,0.8491,0.7564,12.2543,71.05,Fresh
47,2,55.96,59.57,51.66,40.77,53.93,467,0.7929,0.7737,8.659,67.68,Fresh
47,3,74.43,76.89,69.2,35.84,39.36,434.85,0.834,0.6995,11.0489,68.59,Fresh
47,4,46.23,47.44,38.88,41.53,49.61,388.55,0.7736,0.7824,7.8323,63.17,Fresh
47,5,57.56,56.77,50.99,30.18,25.18,458.88,0.896,0.7798,18.2261,77.95,Fresh
47,6,66.62,65.8,46.97,66.88,69.81,407.6,0.7076,0.722,5.8388,59.28,Fresh
47,7,57.96,67.24,61.31,48.07,59.01,420.87,0.7541,0.7245,7.1327,62.65,Fresh
47,8,52.3,62.51,54.29,45.1,64.55,448.38,0.7483,0.7553,6.9467,63.94,Fresh
47,9,55.37,59.75,58.95,41.27,53.97,496.59,0.8039,0.7852,9.2011,69.82,Fresh
47,10,46.98,53.07,39.85,43.34,66.73,438.71,0.736,0.7842,6.5749,63.24,Fresh
48,1,52.95,54.24,53.75,26.18,34.87,472.39,0.8625,0.794,13.5464,74.25,Fresh
48,2,45.13,52.38,50.33,36.85,41.19,488.87,0.8446,0.8065,11.8684,73.06,Fresh
48,3,64,66.98,76.57,16.86,42.69,451.4,0.8272,0.7416,10.5741,69.66,Fresh
48,4,67.61,69.85,60.61,60.21,51.16,496.31,0.8131,0.7532,9.7015,69.71,Fresh
48,5,50.36,59.38,53.86,71.31,77.09,441.54,0.7027,0.7629,5.7275,60.83,Fresh
48,6,47.81,67.76,61.04,33.26,43.5,497.72,0.8392,0.7603,11.4406,72.58,Fresh
48,7,53.09,68.34,76.46,16.7,24.78,485.53,0.9029,0.7532,19.5929,80.46,Fresh
48,8,54.21,56.14,48.8,43.45,41.61,512.37,0.8498,0.8025,12.3144,74.41,Fresh
48,9,52.25,52.68,43.54,48.11,51.74,465.09,0.7998,0.7965,8.9891,68.12,Fresh
48,10,56.57,68.59,65.46,47.04,41.25,469.31,0.8384,0.745,11.3771,70.76,Fresh
49,1,41.1,46.31,45.53,81.82,104.92,294.25,0.4743,0.728,2.8045,45.49,Aging
49,2,47.22,38.71,38.94,78.1,95.35,213.19,0.3819,0.6926,2.2359,39.31,Aging
49,3,44,45.77,46.51,80.78,84.39,273.72,0.5287,0.7135,3.2435,46.43,Aging
49,4,46.33,43.21,42.99,81.21,109.91,319.07,0.4876,0.7614,2.903,47.3,Aging
49,5,38.17,44.82,37.55,78.71,95.58,300.93,0.5179,0.7407,3.1485,47.49,Aging
49,6,47.01,60.69,60.94,88.87,106.19,315.01,0.4958,0.6769,2.9664,46.15,Aging
49,7,39.05,39.83,23.5,83.04,102.86,231.83,0.3853,0.7067,2.2539,40.12,Aging
49,8,30.09,39.1,30.75,71.24,95.44,271.1,0.4793,0.7479,2.8406,45.37,Aging
49,9,58.77,57.53,61.61,86.78,89.82,349.17,0.5908,0.7171,3.8876,51.48,Aging
49,10,37.59,46.46,52.56,48.08,69.23,315.64,0.6403,0.7434,4.5597,53.28,Aging
50,1,49.26,58.99,53.88,47.62,59.34,413.35,0.7489,0.7502,6.9653,62.35,Fresh
50,2,53.99,56.21,62.69,46.38,53.67,417.59,0.7722,0.7627,7.7809,64,Fresh
50,3,47.86,52.9,44.02,59.79,52.63,441.54,0.787,0.786,8.3904,65.89,Fresh
50,4,45.09,51.98,51.33,54.56,67.1,368.79,0.6921,0.7529,5.4958,57.59,Fresh
50,5,59.84,63.11,63.91,60.08,59.65,402.48,0.7419,0.7289,6.7479,60.98,Fresh
50,6,47.05,50.86,38.18,74.64,90.77,368.76,0.6049,0.7576,4.0626,53.58,Fresh
50,7,47.68,53.74,53.32,82.6,79.96,394.68,0.6631,0.7603,4.9361,56.83,Fresh
50,8,49.63,56.64,48.64,66.11,58.79,443.11,0.7657,0.7733,7.5367,64.39,Fresh
50,9,51.78,46.66,51.92,62.23,73.2,415.8,0.7006,0.7982,5.68,60.28,Fresh
50,10,52.2,59.38,64.53,59.77,65.41,430.79,0.7364,0.7577,6.5864,62.25,Fresh
51,1,51.28,52.27,53.74,61.19,60.81,393.76,0.7324,0.7656,6.4748,60.53,Fresh
51,2,49.23,56.31,58.69,74.38,75.13,403.45,0.686,0.755,5.3703,58.32,Fresh
51,3,42.17,43.43,45.88,73.82,78.99,353.6,0.6348,0.7812,4.4766,54.48,Fresh
51,4,26.82,46.44,33.48,77.76,80.76,439.76,0.6897,0.8089,5.4455,60.52,Fresh
51,5,50.15,57.09,54.58,55.45,69.91,407.83,0.7073,0.7544,5.8338,59.91,Fresh
51,6,47.33,55.72,53.02,50.24,64.46,342.94,0.6835,0.7205,5.3198,55.83,Fresh
51,7,54.26,50.97,54.72,80.94,85.81,350.78,0.6069,0.7463,4.0879,52.66,Fresh
51,8,47.92,49.7,45.6,54.91,76.93,395.48,0.6743,0.7767,5.1407,58.18,Fresh
51,9,51.14,54.32,56.85,96.56,93,325,0.555,0.7136,3.4945,48.94,Fresh
51,10,55.4,56.56,53.91,61.26,59.02,371.98,0.7261,0.736,6.3023,58.94,Fresh
52,1,52.54,50.34,52.83,57.84,60.19,434.03,0.7564,0.7921,7.2106,63.88,Fresh
52,2,43.34,37.52,41.82,47.33,55.9,397.21,0.7533,0.8274,7.1057,62.83,Fresh
52,3,59.62,65.6,61.8,43.17,41.67,389.7,0.8068,0.7118,9.352,64.43,Fresh
52,4,44.9,54.45,51.88,60.01,67.61,381.72,0.699,0.7503,5.6455,58.28,Fresh
52,5,57.55,54.98,53.85,52.59,56.83,408.67,0.7558,0.7628,7.1907,62.55,Fresh
52,6,40.95,45.14,42.2,51.86,65.73,393.69,0.7139,0.7943,5.9897,60.19,Fresh
52,7,57.64,61.47,62.77,53.49,62.46,401.59,0.7308,0.7345,6.4296,60.6,Fresh
52,8,40.49,56.16,56.94,69.03,81.4,357.9,0.6294,0.7287,4.3967,53.88,Fresh
52,9,70.37,66.01,57.88,82.07,98.86,382.6,0.5893,0.7057,3.8701,52.71,Fresh
52,10,27.52,39.83,32.22,59.18,71.08,363.69,0.673,0.8026,5.1167,57.07,Fresh
53,1,36.94,31.14,26.73,107.63,123.43,107.98,-0.0668,0.5523,0.8748,20.65,Spoiling
53,2,42.95,43.65,36.97,101.68,124.91,108.49,-0.0703,0.4262,0.8686,18.55,Spoiling
53,3,31.76,35.79,53.19,98.26,139.2,126.38,-0.0483,0.5586,0.9079,21.69,Spoiling
53,4,31.22,33.97,26.98,105.41,144.46,99.82,-0.1827,0.4922,0.691,17.66,Spoiling
53,5,9.17,12.84,4.66,124.57,141.75,122.16,-0.0742,0.8098,0.8618,24.59,Spoiling
53,6,32.64,30.02,28.48,134.73,169.8,87.69,-0.3189,0.4899,0.5164,15.16,Spoiling
53,7,21.52,24.59,37.97,118.9,133.18,136.7,0.013,0.6951,1.0264,25.49,Spoiling
53,8,39.11,39.86,41.59,106.82,143.03,100.6,-0.1741,0.4325,0.7034,16.72,Spoiling
53,9,24.87,33.7,39.4,135.43,151.16,113.35,-0.143,0.5416,0.7499,18.33,Spoiling
53,10,25.71,32.2,32.6,121.24,136.05,88.52,-0.2116,0.4665,0.6507,16.52,Spoiling
54,1,48.82,50.9,52.32,79.08,83.51,321.93,0.588,0.7269,3.8549,50.61,Aging
54,2,48.56,43.43,34.17,103.08,128.04,216.76,0.2573,0.6661,1.6929,34.56,Aging
54,3,56.05,55.32,65.62,76.56,112.35,214.34,0.3122,0.5897,1.9078,35.68,Aging
54,4,44.36,47.53,37.8,83.46,107.59,264.03,0.421,0.6949,2.4541,42.16,Aging
54,5,35.69,38.67,34.78,84.7,93.63,270.23,0.4853,0.7496,2.8861,45.26,Aging
54,6,22.96,27.53,17.13,49.97,132.03,208.48,0.2245,0.7667,1.579,36.09,Aging
